source,platform,source_type,title,text,description,url,published_at,published_date,date,country,user_name
News,website,news_api,Nollywood Actor Stanley Amandi Arrested Over Alleged Role In Coup Plot Against Tinubu,"Nollywood Actor Stanley Amandi Arrested Over Alleged Role In Coup Plot Against Tinubu Nollywood actor and director Stanley Amandi has been taken into custody alongside several military officers accused of planning a forceful overthrow of President Bola Tinubu’s government. According to a source in the Actors Guild of Nigeria (AGN), Amandi, who is also the former chairman of the AGN, Enugu State chapter, was arrested in September 2025. [&#8230;]The post Nollywood Actor Stanley Amandi Arrested Over Alleged Role In Coup Plot Against Tinubu appeared first on Information Nigeria.","Nollywood actor and director Stanley Amandi has been taken into custody alongside several military officers accused of planning a forceful overthrow of President Bola Tinubu’s government. According to a source in the Actors Guild of Nigeria (AGN), Amandi, who is also the former chairman of the AGN, Enugu State chapter, was arrested in September 2025. [&#8230;]The post Nollywood Actor Stanley Amandi Arrested Over Alleged Role In Coup Plot Against Tinubu appeared first on Information Nigeria.",https://www.informationng.com/2026/01/nollywood-actor-stanley-amandi-arrested-over-alleged-role-in-coup-plot-against-tinubu.html,2026-01-30T16:24:57+00:00,2026-01-30T16:24:57+00:00,2026-01-30T16:24:57+00:00,US,informationnigeria
News,website,news_api,"President Tinubu, NFF Console Chukwueze over Mother’s Demise","President Tinubu, NFF Console Chukwueze over Mother’s Demise Deji Elumoye&#160;&#160;in Abuja President Bola Tinubu has sent his condolences to Super Eagles forward, Samuel Chukwueze on the passing of his mother. The announcement of Mrs Sarah Chukwueze’s passing was","Deji Elumoye&#160;&#160;in Abuja President Bola Tinubu has sent his condolences to Super Eagles forward, Samuel Chukwueze on the passing of his mother. The announcement of Mrs Sarah Chukwueze’s passing was",https://www.thisdaylive.com/2026/01/30/president-tinubu-nff-console-chukwueze-over-mothers-demise/,2026-01-29T23:43:31+00:00,2026-01-29T23:43:31+00:00,2026-01-29T23:43:31+00:00,US,thisdaylive
News,website,news_api,Nigeria president 'in great shape' after falling over at Turkey reception,"Nigeria president 'in great shape' after falling over at Turkey reception On a visit to Ankara, Bola Tinubu was filmed stumbling and falling after walking past soldiers and dignitaries.","On a visit to Ankara, Bola Tinubu was filmed stumbling and falling after walking past soldiers and dignitaries.",https://www.bbc.com/news/articles/cvgpz16q2xdo?at_medium=RSS&at_campaign=rss,2026-01-27T17:16:33+00:00,2026-01-27T17:16:33+00:00,2026-01-27T17:16:33+00:00,UK,BBC Africa
News,website,news_api,Nigerian officers to face trial over coup-plot allegations,Nigerian officers to face trial over coup-plot allegations An investigation found that some of the 16 detained last year planned to unseat President Bola Tinubu.,An investigation found that some of the 16 detained last year planned to unseat President Bola Tinubu.,https://www.bbc.com/news/articles/c9dv4wlw3yzo?at_medium=RSS&at_campaign=rss,2026-01-26T17:51:23+00:00,2026-01-26T17:51:23+00:00,2026-01-26T17:51:23+00:00,UK,BBC Africa
News,website,news_api,Nigeria enters campaign mode — with elections two years away,Nigeria enters campaign mode — with elections two years away Opposition leaders announce alliances and President Bola Tinubu’s party blankets roads with posters ahead of 2027 polls,Opposition leaders announce alliances and President Bola Tinubu’s party blankets roads with posters ahead of 2027 polls,https://www.ft.com/content/0653d2fc-b7b4-4d52-83b5-a48c9919e8f8,2025-08-31T04:00:06+00:00,2025-08-31T04:00:06+00:00,2025-08-31T04:00:06+00:00,UK,Financial Times
News,website,news_api,What is behind the wave of killings in central Nigeria?,What is behind the wave of killings in central Nigeria? Nigeria’s President Bola Tinubu orders security officials to bring an end to the killings.,Nigeria’s President Bola Tinubu orders security officials to bring an end to the killings.,https://www.bbc.com/news/articles/clyznnl4mddo,2025-06-16T17:11:39+00:00,2025-06-16T17:11:39+00:00,2025-06-16T17:11:39+00:00,UK,BBC Africa
News,website,news_api,"Life is improving in Nigeria, Tinubu says","Life is improving in Nigeria, Tinubu says Bola Tinubu introduced painful economic reforms but says these are now starting to bear fruit.",Bola Tinubu introduced painful economic reforms but says these are now starting to bear fruit.,https://www.bbc.com/news/articles/cn84139gpv7o,2025-05-29T16:02:49+00:00,2025-05-29T16:02:49+00:00,2025-05-29T16:02:49+00:00,UK,BBC Africa
News,website,news_api,Nigeria's fierce political rivals share joke at pope's inaugural mass,Nigeria's fierce political rivals share joke at pope's inaugural mass President Bola Tinubu defeated Peter Obi in the 2023 elections - and may face off again in 2027.,President Bola Tinubu defeated Peter Obi in the 2023 elections - and may face off again in 2027.,https://www.bbc.com/news/articles/cjdzxjx175yo,2025-05-19T12:05:50+00:00,2025-05-19T12:05:50+00:00,2025-05-19T12:05:50+00:00,UK,BBC Africa
News,website,news_api,Nigeria's president declares emergency in oil-rich state,"Nigeria's president declares emergency in oil-rich state Bola Tinubu's move, which some have questioned, follows a political crisis and an oil pipeline blast.","Bola Tinubu's move, which some have questioned, follows a political crisis and an oil pipeline blast.",https://www.bbc.com/news/articles/cdjypjlx4nko,2025-03-19T12:27:59+00:00,2025-03-19T12:27:59+00:00,2025-03-19T12:27:59+00:00,UK,BBC Africa
News,website,news_api,Nigeria's army chief dies age 56,Nigeria's army chief dies age 56 President Bola Tinubu says he was a key figure in the military and pivotal to security operations.,President Bola Tinubu says he was a key figure in the military and pivotal to security operations.,https://www.bbc.com/news/articles/c238gmp298po,2024-11-06T09:26:54+00:00,2024-11-06T09:26:54+00:00,2024-11-06T09:26:54+00:00,UK,BBC Africa
News,website,news_api,Nigeria president pleads for 'patience' amid tough economy,Nigeria president pleads for 'patience' amid tough economy Bola Tinubu says his controversial reforms are bearing fruit as protesters take to the streets.,Bola Tinubu says his controversial reforms are bearing fruit as protesters take to the streets.,https://www.bbc.com/news/articles/cdd4me6qmd4o,2024-10-01T10:47:57+00:00,2024-10-01T10:47:57+00:00,2024-10-01T10:47:57+00:00,UK,BBC Africa
News,website,news_api,Nigeria imposes levy on expatriate workers,Nigeria imposes levy on expatriate workers President Bola Tinubu says the levy should not be used to frustrate potential investors.,President Bola Tinubu says the levy should not be used to frustrate potential investors.,https://www.bbc.co.uk/news/world-africa-68421359,2024-02-28T07:53:07+00:00,2024-02-28T07:53:07+00:00,2024-02-28T07:53:07+00:00,UK,BBC Africa
News,website,news_api,Nigeria Supreme Court dismisses Atiku Abubakar election challenge,Nigeria Supreme Court dismisses Atiku Abubakar election challenge One of the two opposition challenges to Bola Tinubu's election victory is dismissed.,One of the two opposition challenges to Bola Tinubu's election victory is dismissed.,https://www.bbc.co.uk/news/world-africa-67227814?at_medium=RSS&at_campaign=KARANGA,2023-10-26T11:03:10+00:00,2023-10-26T11:03:10+00:00,2023-10-26T11:03:10+00:00,UK,BBC Africa
News,website,news_api,Nigeria’s economic reforms need to regain momentum,Nigeria’s economic reforms need to regain momentum Bola Tinubu started well but has to follow through on his promises for change,Bola Tinubu started well but has to follow through on his promises for change,https://www.ft.com/content/a8485413-215f-488f-ac25-46fba58fa2ae,2023-10-03T17:13:40+00:00,2023-10-03T17:13:40+00:00,2023-10-03T17:13:40+00:00,UK,Financial Times
News,website,news_api,Election tribunal rejects Peter Obi's presidential election challenge in Nigeria,"Election tribunal rejects Peter Obi's presidential election challenge in Nigeria One of President Bola Tinubu's opponents failed to prove allegations of rigging, the court rules.","One of President Bola Tinubu's opponents failed to prove allegations of rigging, the court rules.",https://www.bbc.co.uk/news/world-africa-66727354?at_medium=RSS&at_campaign=KARANGA,2023-09-06T16:41:30+00:00,2023-09-06T16:41:30+00:00,2023-09-06T16:41:30+00:00,UK,BBC Africa
News,website,news_api,"‘Entrenched inflation’ drives 4mn Nigerians into poverty, says World Bank","‘Entrenched inflation’ drives 4mn Nigerians into poverty, says World Bank President Bola Tinubu’s agenda offers opportunity to boost growth and reduce hardship levels, says lender","President Bola Tinubu’s agenda offers opportunity to boost growth and reduce hardship levels, says lender",https://www.ft.com/content/ff36f6c5-d4af-4786-b1b3-d0e60e37b669,2023-06-27T11:41:23+00:00,2023-06-27T11:41:23+00:00,2023-06-27T11:41:23+00:00,UK,Financial Times
News,website,news_api,Bola Tinubu inauguration: Nigeria swears in new president,"Bola Tinubu inauguration: Nigeria swears in new president Bola Tinubu, 71, won February's election with a promise to renew hope and needs to act fast.","Bola Tinubu, 71, won February's election with a promise to renew hope and needs to act fast.",https://www.bbc.co.uk/news/world-africa-65737846?at_medium=RSS&at_campaign=KARANGA,2023-05-29T09:52:12+00:00,2023-05-29T09:52:12+00:00,2023-05-29T09:52:12+00:00,UK,BBC News - World
News,website,news_api,Bola Tinubu wins Nigeria's presidential election against Atiku Abubakar and Peter Obi,"Bola Tinubu wins Nigeria's presidential election against Atiku Abubakar and Peter Obi Bola Tinubu, 70, is declared the winner of Nigeria's election despite opposition calls for a rerun.","Bola Tinubu, 70, is declared the winner of Nigeria's election despite opposition calls for a rerun.",https://www.bbc.co.uk/news/world-africa-64760226?at_medium=RSS&at_campaign=KARANGA,2023-03-01T11:37:27+00:00,2023-03-01T11:37:27+00:00,2023-03-01T11:37:27+00:00,UK,BBC Africa
News,website,news_api,Nigeria’s ruling party candidate Tinubu wins presidential election – electoral commission,"Nigeria’s ruling party candidate Tinubu wins presidential election – electoral commission Former Lagos governor polled ahead of Abubakar and Obi in Nigeria’s most competitive election since end of military rule in 1999Nigeria’s ruling party candidate, Bola Tinubu, was on Wednesday declared winner of the presidential election, after defeating two of his closest rivals in the most competitive election for decades.Tinubu’s victory after the weekend vote signalled the continued dominance of the established political elite in Nigeria. Analysts had described the poll as a potential “inflection point” for Africa’s most populous country, which is struggling with economic turmoil...","Former Lagos governor polled ahead of Abubakar and Obi in Nigeria’s most competitive election since end of military rule in 1999Nigeria’s ruling party candidate, Bola Tinubu, was on Wednesday declared winner of the presidential election, after defeating two of his closest rivals in the most competitive election for decades.Tinubu’s victory after the weekend vote signalled the continued dominance of the established political elite in Nigeria. Analysts had described the poll as a potential “inflection point” for Africa’s most populous country, which is struggling with economic turmoil...",https://www.theguardian.com/world/2023/mar/01/nigerias-ruling-party-candidate-tinubu-wins-presidential-election-electoral-commission,2023-03-01T07:05:40+00:00,2023-03-01T07:05:40+00:00,2023-03-01T07:05:40+00:00,UK,The Guardian
News,website,news_api,Nigeria election results 2023: Bola Tinubu takes strong lead over Atiku Abubakar and Peter Obi,"Nigeria election results 2023: Bola Tinubu takes strong lead over Atiku Abubakar and Peter Obi Opposition parties condemn the election as a sham, with Bola Tinubu on 39% of votes counted so far.","Opposition parties condemn the election as a sham, with Bola Tinubu on 39% of votes counted so far.",https://www.bbc.co.uk/news/world-africa-64805024?at_medium=RSS&at_campaign=KARANGA,2023-02-28T21:00:41+00:00,2023-02-28T21:00:41+00:00,2023-02-28T21:00:41+00:00,UK,BBC Africa
News,website,news_api,Nigeria election results 2023: Peter Obi wins Lagos against Bola Tinubu - provisional,Nigeria election results 2023: Peter Obi wins Lagos against Bola Tinubu - provisional Third-party candidate Peter Obi win Lagos state but many results are still to come from Nigeria's election.,Third-party candidate Peter Obi win Lagos state but many results are still to come from Nigeria's election.,https://www.bbc.co.uk/news/world-africa-64783411?at_medium=RSS&at_campaign=KARANGA,2023-02-27T12:11:53+00:00,2023-02-27T12:11:53+00:00,2023-02-27T12:11:53+00:00,UK,BBC Africa
News,website,news_api,“Seyi Tinubu Is Threatening My Life” – VeryDarkMan Cries Out,"“Seyi Tinubu Is Threatening My Life” – VeryDarkMan Cries Out Popular Nigerian influencer and critic, Verydarkman, has called out President Bola Tinubu’s son, Seyi Tinubu, over an alleged threat to his life. Verydarkman made the allegation on Friday afternoon in a viral video on Instagram. This comes amid an ongoing rivalry between Verydarkman and popular content creator King Mitchy. Gistmania reports that King Mitchy, who [&#8230;]The post &#8220;Seyi Tinubu Is Threatening My Life&#8221; – VeryDarkMan Cries Out appeared first on Information Nigeria.","Popular Nigerian influencer and critic, Verydarkman, has called out President Bola Tinubu’s son, Seyi Tinubu, over an alleged threat to his life. Verydarkman made the allegation on Friday afternoon in a viral video on Instagram. This comes amid an ongoing rivalry between Verydarkman and popular content creator King Mitchy. Gistmania reports that King Mitchy, who [&#8230;]The post &#8220;Seyi Tinubu Is Threatening My Life&#8221; – VeryDarkMan Cries Out appeared first on Information Nigeria.",https://www.informationng.com/2026/02/seyi-tinubu-is-threatening-my-life-verydarkman-cries-out.html,2026-02-28T14:35:36+00:00,2026-02-28T14:35:36+00:00,2026-02-28T14:35:36+00:00,Nigeria,Information Nigeria
News,website,news_api,Osun PDP NASS members commend Adeleke on workers’ welfare,"Osun PDP NASS members commend Adeleke on workers’ welfare They, however, called on President Ahmed Bola Tinubu to ensure that all federal institutions and agencies act strictly within the confines of","They, however, called on President Ahmed Bola Tinubu to ensure that all federal institutions and agencies act strictly within the confines of",https://tribuneonlineng.com/osun-pdp-nass-members-commend-adeleke-on-workers-welfare/,2026-02-15T17:42:36+00:00,2026-02-15T17:42:36+00:00,2026-02-15T17:42:36+00:00,Nigeria,tribune
News,website,news_api,FCT Poll: “I’ll Back Only Candidates Supporting Tinubu” – Wike,"FCT Poll: “I’ll Back Only Candidates Supporting Tinubu” – Wike Minister of the Federal Capital Territory, Nyesom Wike, says he will support only candidates who support President Bola Tinubu’s vision, irrespective of political party, in the FCT area councils’ election scheduled for February 21. Wike made the statement in Abuja on Saturday night during Senator Sandy Onor’s 60th birthday, a celebration of six decades of [&#8230;]The post FCT Poll: &#8220;I’ll Back Only Candidates Supporting Tinubu&#8221; &#8211; Wike appeared first on Information Nigeria.","Minister of the Federal Capital Territory, Nyesom Wike, says he will support only candidates who support President Bola Tinubu’s vision, irrespective of political party, in the FCT area councils’ election scheduled for February 21. Wike made the statement in Abuja on Saturday night during Senator Sandy Onor’s 60th birthday, a celebration of six decades of [&#8230;]The post FCT Poll: &#8220;I’ll Back Only Candidates Supporting Tinubu&#8221; &#8211; Wike appeared first on Information Nigeria.",https://www.informationng.com/2026/02/fct-poll-ill-back-only-candidates-supporting-tinubu-wike.html,2026-02-15T13:20:33+00:00,2026-02-15T13:20:33+00:00,2026-02-15T13:20:33+00:00,Nigeria,Information Nigeria
News,website,news_api,Wike Establishes Radio Station For Tinubu Campaign In Rivers,"Wike Establishes Radio Station For Tinubu Campaign In Rivers Minister of the Federal Capital Territory (FCT), Nyesom Wike, has established a new radio station, Majority FM 89.5, for the reelection campaign of President Bola Tinubu. The radio station is located inside the Renewed Hope Ambassadors’ office in Port Harcourt, Rivers State. The development came amid intensified political mobilisation for President Tinubu’s 2027 re-election campaign [&#8230;]The post Wike Establishes Radio Station For Tinubu Campaign In Rivers appeared first on Information Nigeria.","Minister of the Federal Capital Territory (FCT), Nyesom Wike, has established a new radio station, Majority FM 89.5, for the reelection campaign of President Bola Tinubu. The radio station is located inside the Renewed Hope Ambassadors’ office in Port Harcourt, Rivers State. The development came amid intensified political mobilisation for President Tinubu’s 2027 re-election campaign [&#8230;]The post Wike Establishes Radio Station For Tinubu Campaign In Rivers appeared first on Information Nigeria.",https://www.informationng.com/2026/02/wike-establishes-radio-station-for-tinubu-campaign-in-rivers.html,2026-02-07T21:38:25+00:00,2026-02-07T21:38:25+00:00,2026-02-07T21:38:25+00:00,Nigeria,Information Nigeria
News,website,news_api,Rivers: We don’t need governor to mobilise for Tinubu — Wike,"Rivers: We don’t need governor to mobilise for Tinubu — Wike Federal Capital Territory (FCT) Minister, Nyesom Wike, has said the people of Rivers State do not need a governor to mobilise support for President Bola Tinubu in 2027...The post Rivers: We don&#8217;t need governor to mobilise for Tinubu — Wike appeared first on Tribune Online.","Federal Capital Territory (FCT) Minister, Nyesom Wike, has said the people of Rivers State do not need a governor to mobilise support for President Bola Tinubu in 2027...The post Rivers: We don&#8217;t need governor to mobilise for Tinubu — Wike appeared first on Tribune Online.",https://tribuneonlineng.com/rivers-we-dont-need-governor-to-mobilise-for-tinubu-wike/,2026-02-07T17:31:44+00:00,2026-02-07T17:31:44+00:00,2026-02-07T17:31:44+00:00,Nigeria,tribune
News,website,news_api,“He Stepped On Metal” – Presidency Explains Why Tinubu Fell To Ground In Turkey,"“He Stepped On Metal” – Presidency Explains Why Tinubu Fell To Ground In Turkey Presidential Spokesman, Bayo Onanuga, says President Bola Tinubu lost balance in Turkey because he stepped on a metal object. Onanuga said this while addressing enquiries on Tuesday regarding the President’s well-being in Ankara. Video showed Tinubu miss his step briefly and fell in Ankara, capital of Turkey, on Tuesday. The Nigerian leader was walking alongside [&#8230;]The post &#8220;He Stepped On Metal&#8221; &#8211; Presidency Explains Why Tinubu Fell To Ground In Turkey appeared first on Information Nigeria.","Presidential Spokesman, Bayo Onanuga, says President Bola Tinubu lost balance in Turkey because he stepped on a metal object. Onanuga said this while addressing enquiries on Tuesday regarding the President’s well-being in Ankara. Video showed Tinubu miss his step briefly and fell in Ankara, capital of Turkey, on Tuesday. The Nigerian leader was walking alongside [&#8230;]The post &#8220;He Stepped On Metal&#8221; &#8211; Presidency Explains Why Tinubu Fell To Ground In Turkey appeared first on Information Nigeria.",https://www.informationng.com/2026/01/he-stepped-on-metal-presidency-explains-why-tinubu-fell-to-ground-in-turkey.html,2026-01-27T20:48:27+00:00,2026-01-27T20:48:27+00:00,2026-01-27T20:48:27+00:00,Nigeria,Information Nigeria
News,website,news_api,"Atiku’s Son Dumps PDP For APC, Backs Tinubu’s Re-election In 2027","Atiku’s Son Dumps PDP For APC, Backs Tinubu’s Re-election In 2027 Abba Abubakar, son of former Vice President and 2023 Peoples Democratic Party presidential candidate, Atiku Abubakar, has defected from the Peoples Democratic Party to the ruling All Progressives Congress, pledging to work for the re-election of President Bola Tinubu in 2027. The defection, announced on Thursday at the National Assembly, Abuja, is being viewed within [&#8230;]The post Atiku’s Son Dumps PDP For APC, Backs Tinubu’s Re-election In 2027 appeared first on Information Nigeria.","Abba Abubakar, son of former Vice President and 2023 Peoples Democratic Party presidential candidate, Atiku Abubakar, has defected from the Peoples Democratic Party to the ruling All Progressives Congress, pledging to work for the re-election of President Bola Tinubu in 2027. The defection, announced on Thursday at the National Assembly, Abuja, is being viewed within [&#8230;]The post Atiku’s Son Dumps PDP For APC, Backs Tinubu’s Re-election In 2027 appeared first on Information Nigeria.",https://www.informationng.com/2026/01/atikus-son-dumps-pdp-for-apc-backs-tinubus-re-election-in-2027.html,2026-01-16T08:19:52+00:00,2026-01-16T08:19:52+00:00,2026-01-16T08:19:52+00:00,Nigeria,Information Nigeria
News,website,news_api,"FG Writes Off $1.42bn, N5.57trn Debt Owed By NNPC","FG Writes Off $1.42bn, N5.57trn Debt Owed By NNPC President Bola Tinubu has approved the cancellation of a substantial portion of the debts owed by the Nigerian National Petroleum Company Limited to the Federation Account, wiping off about $1.42bn and N5.57tn after a reconciliation of records between both parties. This is contained in a document prepared by the Nigerian Upstream Petroleum Regulatory Commission and [&#8230;]The post FG Writes Off $1.42bn, N5.57trn Debt Owed By NNPC appeared first on Information Nigeria.","President Bola Tinubu has approved the cancellation of a substantial portion of the debts owed by the Nigerian National Petroleum Company Limited to the Federation Account, wiping off about $1.42bn and N5.57tn after a reconciliation of records between both parties. This is contained in a document prepared by the Nigerian Upstream Petroleum Regulatory Commission and [&#8230;]The post FG Writes Off $1.42bn, N5.57trn Debt Owed By NNPC appeared first on Information Nigeria.",https://www.informationng.com/2025/12/fg-writes-off-1-42bn-n5-57trn-debt-owed-by-nnpc.html,2025-12-29T10:20:30+00:00,2025-12-29T10:20:30+00:00,2025-12-29T10:20:30+00:00,Nigeria,Information Nigeria
News,website,news_api,2027: Tinubu Is Irreplaceable – Aiyedatiwa,2027: Tinubu Is Irreplaceable – Aiyedatiwa Governor Lucky Aiyedatiwa of Ondo state has drummed support of President Bola Tinubu and described him to as irreplaceable in the 2027 election. Aiyedatiwa said this in Akure as he concluded his Thank-You tour to 18 council areas of the state. He called on the people across the country to rally behind President Bola Ahmed [&#8230;]The post 2027: Tinubu Is Irreplaceable – Aiyedatiwa appeared first on Information Nigeria.,Governor Lucky Aiyedatiwa of Ondo state has drummed support of President Bola Tinubu and described him to as irreplaceable in the 2027 election. Aiyedatiwa said this in Akure as he concluded his Thank-You tour to 18 council areas of the state. He called on the people across the country to rally behind President Bola Ahmed [&#8230;]The post 2027: Tinubu Is Irreplaceable – Aiyedatiwa appeared first on Information Nigeria.,https://www.informationng.com/2025/12/2027-tinubu-is-irreplaceable-aiyedatiwa.html,2025-12-23T19:45:08+00:00,2025-12-23T19:45:08+00:00,2025-12-23T19:45:08+00:00,Nigeria,Information Nigeria
News,website,news_api,Wike Just Left Law School When I Made $1m; Promised Tinubu “Hold The PDP” For Him Ahead Of 2027 Polls” – Seyi Makinde Alleges,"Wike Just Left Law School When I Made $1m; Promised Tinubu “Hold The PDP” For Him Ahead Of 2027 Polls” – Seyi Makinde Alleges Oyo State Governor, Seyi Makinde, has revealed why he will not support President Bola Tinubu’s 2027 re-election bid, highlighting a growing political divergence within the Peoples Democratic Party. Speaking during a media chat on Tuesday in  Ibadan, Makinde reflected on his early career, recalling that at the age of 29, he secured his first major [&#8230;]The post Wike Just Left Law School When I Made $1m; Promised Tinubu “Hold The PDP” For Him Ahead Of 2027 Polls&#8221; &#8211; Seyi Makinde Alleges appeared first on Information Nigeria.","Oyo State Governor, Seyi Makinde, has revealed why he will not support President Bola Tinubu’s 2027 re-election bid, highlighting a growing political divergence within the Peoples Democratic Party. Speaking during a media chat on Tuesday in  Ibadan, Makinde reflected on his early career, recalling that at the age of 29, he secured his first major [&#8230;]The post Wike Just Left Law School When I Made $1m; Promised Tinubu “Hold The PDP” For Him Ahead Of 2027 Polls&#8221; &#8211; Seyi Makinde Alleges appeared first on Information Nigeria.",https://www.informationng.com/2025/12/wike-just-left-law-school-when-i-made-1m-promised-tinubu-hold-the-pdp-for-him-ahead-of-2027-polls-seyi-makinde-alleges.html,2025-12-23T14:50:09+00:00,2025-12-23T14:50:09+00:00,2025-12-23T14:50:09+00:00,Nigeria,Information Nigeria
News,website,news_api,"Senate Confirms Fani-Kayode, Reno Omokri, 62 Others As Ambassadors","Senate Confirms Fani-Kayode, Reno Omokri, 62 Others As Ambassadors The Senate on Thursday confirmed 64 ambassadorial nominees of President Bola Tinubu, including a former Minister of Aviation, Femi Fani-Kayode, and a former presidential aide, Reno Omokri. The confirmation followed the consideration and adoption of a report by the Senate Committee on Foreign Affairs, which said all the nominees were screened and found suitable for [&#8230;]The post Senate Confirms Fani-Kayode, Reno Omokri, 62 Others As Ambassadors appeared first on Information Nigeria.","The Senate on Thursday confirmed 64 ambassadorial nominees of President Bola Tinubu, including a former Minister of Aviation, Femi Fani-Kayode, and a former presidential aide, Reno Omokri. The confirmation followed the consideration and adoption of a report by the Senate Committee on Foreign Affairs, which said all the nominees were screened and found suitable for [&#8230;]The post Senate Confirms Fani-Kayode, Reno Omokri, 62 Others As Ambassadors appeared first on Information Nigeria.",https://www.informationng.com/2025/12/senate-confirms-fani-kayode-reno-omokri-62-others-as-ambassadors.html,2025-12-18T18:19:06+00:00,2025-12-18T18:19:06+00:00,2025-12-18T18:19:06+00:00,Nigeria,Information Nigeria
News,website,news_api,"Dangote’s Petition: NMDPRA CEO Farouk Ahmed Resigns After Meeting With Tinubu, Replacement Sent To Senate For Approval","Dangote’s Petition: NMDPRA CEO Farouk Ahmed Resigns After Meeting With Tinubu, Replacement Sent To Senate For Approval Farouk Ahmed, the chief executive officer (CEO) of the Nigerian Midstream and Downstream Petroleum Regulatory Authority (NMDPRA), has resigned following a meeting with President Bola Tinubu. Tinubu, on Wednesday, summoned Ahmed to the Presidential Villa in Abuja, following allegations of economic sabotage and corruption. Gbenga Komolafe, the CEO of the Nigeria Upstream Petroleum Regulatory Commission [&#8230;]The post Dangote&#8217;s Petition: NMDPRA CEO Farouk Ahmed Resigns After Meeting With Tinubu, Replacement Sent To Senate For Approval appeared first on Information Nigeria.","Farouk Ahmed, the chief executive officer (CEO) of the Nigerian Midstream and Downstream Petroleum Regulatory Authority (NMDPRA), has resigned following a meeting with President Bola Tinubu. Tinubu, on Wednesday, summoned Ahmed to the Presidential Villa in Abuja, following allegations of economic sabotage and corruption. Gbenga Komolafe, the CEO of the Nigeria Upstream Petroleum Regulatory Commission [&#8230;]The post Dangote&#8217;s Petition: NMDPRA CEO Farouk Ahmed Resigns After Meeting With Tinubu, Replacement Sent To Senate For Approval appeared first on Information Nigeria.",https://www.informationng.com/2025/12/dangotes-petition-nmdpra-ceo-farouk-ahmed-resigns-after-meeting-with-tinubu-replacement-sent-to-senate-for-approval.html,2025-12-17T19:39:40+00:00,2025-12-17T19:39:40+00:00,2025-12-17T19:39:40+00:00,Nigeria,Information Nigeria
News,website,news_api,"Tinubu Approves ‘Special Promotion’ For His ADC To Brigadier General, Less Than A Year After Elevation To Colonel","Tinubu Approves ‘Special Promotion’ For His ADC To Brigadier General, Less Than A Year After Elevation To Colonel President Bola Tinubu has approved the “special presidential promotion” of his aide-de-camp (ADC), Nurudeen Yusuf, from the rank of colonel to brigadier-general. The approval was conveyed in a letter from the office of the national security adviser (NSA) to the chief of army staff. The leaked letter was dated December 12, 2025, and was signed [&#8230;]The post Tinubu Approves ‘Special Promotion’ For His ADC To Brigadier General, Less Than A Year After Elevation To Colonel appeared first on Information Nigeria.","President Bola Tinubu has approved the “special presidential promotion” of his aide-de-camp (ADC), Nurudeen Yusuf, from the rank of colonel to brigadier-general. The approval was conveyed in a letter from the office of the national security adviser (NSA) to the chief of army staff. The leaked letter was dated December 12, 2025, and was signed [&#8230;]The post Tinubu Approves ‘Special Promotion’ For His ADC To Brigadier General, Less Than A Year After Elevation To Colonel appeared first on Information Nigeria.",https://www.informationng.com/2025/12/tinubu-approves-special-promotion-for-his-adc-to-brigadier-general-less-than-a-year-after-elevation-to-colonel.html,2025-12-14T20:16:44+00:00,2025-12-14T20:16:44+00:00,2025-12-14T20:16:44+00:00,Nigeria,Information Nigeria
News,website,news_api,"Wike Celebrates 58th Birthday, Says No Regret Supporting Tinubu","Wike Celebrates 58th Birthday, Says No Regret Supporting Tinubu The Minister of the Federal Capital Territory, Nyesom Wike, has again declared that he has no regrets about openly supporting President Bola Tinubu since 2022, insisting that criticisms and abuses over his political stance have never bothered him. Wike spoke in Abuja during a special event held in the early hours of Saturday to mark [&#8230;]The post Wike Celebrates 58th Birthday, Says No Regret Supporting Tinubu appeared first on Information Nigeria.","The Minister of the Federal Capital Territory, Nyesom Wike, has again declared that he has no regrets about openly supporting President Bola Tinubu since 2022, insisting that criticisms and abuses over his political stance have never bothered him. Wike spoke in Abuja during a special event held in the early hours of Saturday to mark [&#8230;]The post Wike Celebrates 58th Birthday, Says No Regret Supporting Tinubu appeared first on Information Nigeria.",https://www.informationng.com/2025/12/wike-celebrates-58th-birthday-says-no-regret-supporting-tinubu.html,2025-12-13T20:54:35+00:00,2025-12-13T20:54:35+00:00,2025-12-13T20:54:35+00:00,Nigeria,Information Nigeria
